"bates_number","processed"
"HOUSE_OVERSIGHT_027048",false
"HOUSE_OVERSIGHT_027049",false
"HOUSE_OVERSIGHT_027053",false
"HOUSE_OVERSIGHT_027056",false
"HOUSE_OVERSIGHT_027059",false
"HOUSE_OVERSIGHT_027061",false
"HOUSE_OVERSIGHT_027062",false
"HOUSE_OVERSIGHT_027063",false
"HOUSE_OVERSIGHT_027067",false
"HOUSE_OVERSIGHT_027094",false
"HOUSE_OVERSIGHT_027095",false
"HOUSE_OVERSIGHT_027097",false
"HOUSE_OVERSIGHT_027099",false
"HOUSE_OVERSIGHT_027102",false
"HOUSE_OVERSIGHT_027126",false
"HOUSE_OVERSIGHT_028482",false
"HOUSE_OVERSIGHT_028485",false
"HOUSE_OVERSIGHT_028486",false
"HOUSE_OVERSIGHT_028487",false
"HOUSE_OVERSIGHT_028493",false
"HOUSE_OVERSIGHT_028494",false
"HOUSE_OVERSIGHT_028497",false
"HOUSE_OVERSIGHT_028501",false
"HOUSE_OVERSIGHT_028505",false
"HOUSE_OVERSIGHT_028506",false
"HOUSE_OVERSIGHT_028507",false
"HOUSE_OVERSIGHT_028508",false
"HOUSE_OVERSIGHT_028524",false
"HOUSE_OVERSIGHT_028531",false
"HOUSE_OVERSIGHT_028533",false
"HOUSE_OVERSIGHT_028536",false
"HOUSE_OVERSIGHT_028576",false
"HOUSE_OVERSIGHT_028589",false
"HOUSE_OVERSIGHT_028601",false
"HOUSE_OVERSIGHT_028611",false
"HOUSE_OVERSIGHT_028620",false
"HOUSE_OVERSIGHT_028648",false
"HOUSE_OVERSIGHT_028675",false
"HOUSE_OVERSIGHT_028728",false
"HOUSE_OVERSIGHT_028752",false
"HOUSE_OVERSIGHT_028762",false
"HOUSE_OVERSIGHT_028765",false
"HOUSE_OVERSIGHT_028768",false
"HOUSE_OVERSIGHT_028770",false
"HOUSE_OVERSIGHT_028773",false
"HOUSE_OVERSIGHT_028775",false
"HOUSE_OVERSIGHT_028780",false
"HOUSE_OVERSIGHT_028781",false
"HOUSE_OVERSIGHT_028786",false
"HOUSE_OVERSIGHT_028787",false
"HOUSE_OVERSIGHT_028789",false
"HOUSE_OVERSIGHT_028791",false
"HOUSE_OVERSIGHT_028846",false
"HOUSE_OVERSIGHT_028847",false
"HOUSE_OVERSIGHT_028848",false
"HOUSE_OVERSIGHT_028850",false
"HOUSE_OVERSIGHT_028852",false
"HOUSE_OVERSIGHT_028854",false
"HOUSE_OVERSIGHT_028856",false
"HOUSE_OVERSIGHT_028859",false
"HOUSE_OVERSIGHT_028862",false
"HOUSE_OVERSIGHT_028866",false
"HOUSE_OVERSIGHT_028870",false
"HOUSE_OVERSIGHT_028875",false
"HOUSE_OVERSIGHT_028880",false
"HOUSE_OVERSIGHT_028882",false
"HOUSE_OVERSIGHT_028884",false
"HOUSE_OVERSIGHT_028924",false
"HOUSE_OVERSIGHT_028925",false
"HOUSE_OVERSIGHT_028926",false
"HOUSE_OVERSIGHT_028931",false
"HOUSE_OVERSIGHT_028933",false
"HOUSE_OVERSIGHT_028936",false
"HOUSE_OVERSIGHT_028939",false
"HOUSE_OVERSIGHT_028942",false
"HOUSE_OVERSIGHT_028943",false
"HOUSE_OVERSIGHT_028946",false
"HOUSE_OVERSIGHT_028950",false
"HOUSE_OVERSIGHT_028955",false
"HOUSE_OVERSIGHT_028957",false
"HOUSE_OVERSIGHT_028958",false
"HOUSE_OVERSIGHT_028960",false
"HOUSE_OVERSIGHT_028964",false
"HOUSE_OVERSIGHT_028968",false
"HOUSE_OVERSIGHT_028970",false
"HOUSE_OVERSIGHT_028972",false
"HOUSE_OVERSIGHT_028974",false
"HOUSE_OVERSIGHT_028976",false
"HOUSE_OVERSIGHT_028977",false
"HOUSE_OVERSIGHT_028978",false
"HOUSE_OVERSIGHT_028980",false
"HOUSE_OVERSIGHT_028985",false
"HOUSE_OVERSIGHT_028986",false
"HOUSE_OVERSIGHT_029003",false
"HOUSE_OVERSIGHT_029005",false
"HOUSE_OVERSIGHT_029007",false
"HOUSE_OVERSIGHT_029010",false
"HOUSE_OVERSIGHT_029013",false
"HOUSE_OVERSIGHT_029015",false
"HOUSE_OVERSIGHT_029017",false
"HOUSE_OVERSIGHT_029020",false
"HOUSE_OVERSIGHT_029021",false
"HOUSE_OVERSIGHT_029042",false
"HOUSE_OVERSIGHT_029063",false
"HOUSE_OVERSIGHT_029084",false
"HOUSE_OVERSIGHT_029085",false
"HOUSE_OVERSIGHT_029087",false
"HOUSE_OVERSIGHT_029088",false
"HOUSE_OVERSIGHT_029090",false
"HOUSE_OVERSIGHT_029092",false
"HOUSE_OVERSIGHT_029094",false
"HOUSE_OVERSIGHT_029095",false
"HOUSE_OVERSIGHT_029096",false
"HOUSE_OVERSIGHT_029098",false
"HOUSE_OVERSIGHT_029100",false
"HOUSE_OVERSIGHT_029106",false
"HOUSE_OVERSIGHT_029108",false
"HOUSE_OVERSIGHT_029111",false
"HOUSE_OVERSIGHT_029113",false
"HOUSE_OVERSIGHT_029117",false
"HOUSE_OVERSIGHT_029122",false
"HOUSE_OVERSIGHT_029126",false
"HOUSE_OVERSIGHT_029131",false
"HOUSE_OVERSIGHT_029137",false
"HOUSE_OVERSIGHT_029143",false
"HOUSE_OVERSIGHT_029150",false
"HOUSE_OVERSIGHT_029154",false
"HOUSE_OVERSIGHT_029163",false
"HOUSE_OVERSIGHT_029174",false
"HOUSE_OVERSIGHT_029180",false
"HOUSE_OVERSIGHT_029185",false
"HOUSE_OVERSIGHT_029190",false
"HOUSE_OVERSIGHT_029196",false
"HOUSE_OVERSIGHT_029203",false
"HOUSE_OVERSIGHT_029204",false
"HOUSE_OVERSIGHT_029207",false
"HOUSE_OVERSIGHT_029209",false
"HOUSE_OVERSIGHT_029211",false
"HOUSE_OVERSIGHT_029213",false
"HOUSE_OVERSIGHT_029218",false
"HOUSE_OVERSIGHT_029221",false
"HOUSE_OVERSIGHT_029223",false
"HOUSE_OVERSIGHT_029224",false
"HOUSE_OVERSIGHT_029225",false
"HOUSE_OVERSIGHT_029228",false
"HOUSE_OVERSIGHT_029231",false
"HOUSE_OVERSIGHT_029234",false
"HOUSE_OVERSIGHT_029237",false
"HOUSE_OVERSIGHT_029239",false
"HOUSE_OVERSIGHT_029242",false
"HOUSE_OVERSIGHT_029246",false
"HOUSE_OVERSIGHT_029251",false
"HOUSE_OVERSIGHT_029253",false
"HOUSE_OVERSIGHT_029255",false
"HOUSE_OVERSIGHT_029266",false
"HOUSE_OVERSIGHT_029269",false
"HOUSE_OVERSIGHT_029271",false
"HOUSE_OVERSIGHT_029272",false
"HOUSE_OVERSIGHT_029274",false
"HOUSE_OVERSIGHT_029276",false
"HOUSE_OVERSIGHT_029277",false
"HOUSE_OVERSIGHT_029279",false
"HOUSE_OVERSIGHT_029280",false
"HOUSE_OVERSIGHT_029282",false
"HOUSE_OVERSIGHT_029283",false
"HOUSE_OVERSIGHT_029285",false
"HOUSE_OVERSIGHT_029288",false
"HOUSE_OVERSIGHT_029291",false
"HOUSE_OVERSIGHT_029293",false
"HOUSE_OVERSIGHT_029295",false
"HOUSE_OVERSIGHT_029299",false
"HOUSE_OVERSIGHT_029324",false
"HOUSE_OVERSIGHT_029325",false
"HOUSE_OVERSIGHT_029336",false
"HOUSE_OVERSIGHT_029342",false
"HOUSE_OVERSIGHT_029344",false
"HOUSE_OVERSIGHT_029401",false
"HOUSE_OVERSIGHT_029402",false
"HOUSE_OVERSIGHT_029429",false
"HOUSE_OVERSIGHT_029431",false
"HOUSE_OVERSIGHT_029433",false
"HOUSE_OVERSIGHT_029437",false
"HOUSE_OVERSIGHT_029446",false
"HOUSE_OVERSIGHT_029447",false
"HOUSE_OVERSIGHT_029458",false
"HOUSE_OVERSIGHT_029497",false
"HOUSE_OVERSIGHT_029498",false
"HOUSE_OVERSIGHT_029499",false
"HOUSE_OVERSIGHT_029500",false
"HOUSE_OVERSIGHT_029501",false
"HOUSE_OVERSIGHT_029503",false
"HOUSE_OVERSIGHT_029505",false
"HOUSE_OVERSIGHT_029509",false
"HOUSE_OVERSIGHT_029516",false
"HOUSE_OVERSIGHT_029519",false
"HOUSE_OVERSIGHT_029530",false
"HOUSE_OVERSIGHT_029534",false
"HOUSE_OVERSIGHT_029545",false
"HOUSE_OVERSIGHT_029549",false
"HOUSE_OVERSIGHT_029553",false
"HOUSE_OVERSIGHT_029558",false
"HOUSE_OVERSIGHT_029565",false
"HOUSE_OVERSIGHT_029566",false
"HOUSE_OVERSIGHT_029569",false
"HOUSE_OVERSIGHT_029573",false
"HOUSE_OVERSIGHT_029575",false
"HOUSE_OVERSIGHT_029578",false
"HOUSE_OVERSIGHT_029581",false
"HOUSE_OVERSIGHT_029582",false
"HOUSE_OVERSIGHT_029583",false
"HOUSE_OVERSIGHT_029585",false
"HOUSE_OVERSIGHT_029587",false
"HOUSE_OVERSIGHT_029590",false
"HOUSE_OVERSIGHT_029593",false
"HOUSE_OVERSIGHT_029597",false
"HOUSE_OVERSIGHT_029600",false
"HOUSE_OVERSIGHT_029604",false
"HOUSE_OVERSIGHT_029605",false
"HOUSE_OVERSIGHT_029606",false
"HOUSE_OVERSIGHT_029609",false
"HOUSE_OVERSIGHT_029611",false
"HOUSE_OVERSIGHT_029616",false
"HOUSE_OVERSIGHT_029624",false
"HOUSE_OVERSIGHT_029658",false
"HOUSE_OVERSIGHT_029663",false
"HOUSE_OVERSIGHT_029671",false
"HOUSE_OVERSIGHT_029679",false
"HOUSE_OVERSIGHT_029680",false
"HOUSE_OVERSIGHT_029684",false
"HOUSE_OVERSIGHT_029689",false
"HOUSE_OVERSIGHT_029692",false
"HOUSE_OVERSIGHT_029773",false
"HOUSE_OVERSIGHT_029778",false
"HOUSE_OVERSIGHT_029779",false
"HOUSE_OVERSIGHT_029831",false
"HOUSE_OVERSIGHT_029833",false
"HOUSE_OVERSIGHT_029837",false
"HOUSE_OVERSIGHT_029839",false
"HOUSE_OVERSIGHT_029841",false
"HOUSE_OVERSIGHT_029848",false
"HOUSE_OVERSIGHT_029849",false
"HOUSE_OVERSIGHT_029851",false
"HOUSE_OVERSIGHT_029852",false
"HOUSE_OVERSIGHT_029854",false
"HOUSE_OVERSIGHT_029856",false
"HOUSE_OVERSIGHT_029858",false
"HOUSE_OVERSIGHT_029859",false
"HOUSE_OVERSIGHT_029864",false
"HOUSE_OVERSIGHT_029880",false
"HOUSE_OVERSIGHT_029884",false
"HOUSE_OVERSIGHT_029889",false
"HOUSE_OVERSIGHT_029893",false
"HOUSE_OVERSIGHT_029898",false
"HOUSE_OVERSIGHT_029899",false
"HOUSE_OVERSIGHT_029901",false
"HOUSE_OVERSIGHT_029903",false
"HOUSE_OVERSIGHT_029905",false
"HOUSE_OVERSIGHT_029907",false
"HOUSE_OVERSIGHT_029910",false
"HOUSE_OVERSIGHT_029912",false
"HOUSE_OVERSIGHT_029914",false
"HOUSE_OVERSIGHT_029923",false
"HOUSE_OVERSIGHT_029958",false
"HOUSE_OVERSIGHT_029959",false
"HOUSE_OVERSIGHT_029960",false
"HOUSE_OVERSIGHT_029962",false
"HOUSE_OVERSIGHT_029963",false
"HOUSE_OVERSIGHT_029968",false
"HOUSE_OVERSIGHT_029969",false
"HOUSE_OVERSIGHT_029970",false
"HOUSE_OVERSIGHT_029972",false
"HOUSE_OVERSIGHT_029973",false
"HOUSE_OVERSIGHT_029976",false
"HOUSE_OVERSIGHT_029977",false
"HOUSE_OVERSIGHT_029979",false
"HOUSE_OVERSIGHT_029981",false
"HOUSE_OVERSIGHT_029982",false
"HOUSE_OVERSIGHT_029983",false
"HOUSE_OVERSIGHT_029985",false
"HOUSE_OVERSIGHT_029992",false
"HOUSE_OVERSIGHT_030000",false
"HOUSE_OVERSIGHT_030002",false
"HOUSE_OVERSIGHT_030005",false
"HOUSE_OVERSIGHT_030015",false
"HOUSE_OVERSIGHT_030095",false
"HOUSE_OVERSIGHT_030096",false
"HOUSE_OVERSIGHT_030097",false
"HOUSE_OVERSIGHT_030098",false
"HOUSE_OVERSIGHT_030101",false
"HOUSE_OVERSIGHT_030105",false
"HOUSE_OVERSIGHT_030109",false
"HOUSE_OVERSIGHT_030113",false
"HOUSE_OVERSIGHT_030118",false
"HOUSE_OVERSIGHT_030123",false
"HOUSE_OVERSIGHT_030129",false
"HOUSE_OVERSIGHT_030135",false
"HOUSE_OVERSIGHT_030141",false
"HOUSE_OVERSIGHT_030149",false
"HOUSE_OVERSIGHT_030152",false
"HOUSE_OVERSIGHT_030200",false
"HOUSE_OVERSIGHT_030209",false
"HOUSE_OVERSIGHT_030211",false
"HOUSE_OVERSIGHT_030214",false
"HOUSE_OVERSIGHT_030215",false
"HOUSE_OVERSIGHT_030216",false
"HOUSE_OVERSIGHT_030217",false
"HOUSE_OVERSIGHT_030218",false
"HOUSE_OVERSIGHT_030235",false
"HOUSE_OVERSIGHT_030238",false
"HOUSE_OVERSIGHT_030242",false
"HOUSE_OVERSIGHT_030244",false
"HOUSE_OVERSIGHT_030245",false
"HOUSE_OVERSIGHT_030255",false
"HOUSE_OVERSIGHT_030266",false
"HOUSE_OVERSIGHT_030295",false
"HOUSE_OVERSIGHT_030299",false
"HOUSE_OVERSIGHT_030311",false
"HOUSE_OVERSIGHT_030315",false
"HOUSE_OVERSIGHT_030318",false
"HOUSE_OVERSIGHT_030321",false
"HOUSE_OVERSIGHT_030324",false
"HOUSE_OVERSIGHT_030326",false
"HOUSE_OVERSIGHT_030328",false
"HOUSE_OVERSIGHT_030335",false
"HOUSE_OVERSIGHT_030339",false
"HOUSE_OVERSIGHT_030343",false
"HOUSE_OVERSIGHT_030349",false
"HOUSE_OVERSIGHT_030350",false
"HOUSE_OVERSIGHT_030365",false
"HOUSE_OVERSIGHT_030366",false
"HOUSE_OVERSIGHT_030367",false
"HOUSE_OVERSIGHT_030368",false
"HOUSE_OVERSIGHT_030369",false
"HOUSE_OVERSIGHT_030371",false
"HOUSE_OVERSIGHT_030372",false
"HOUSE_OVERSIGHT_030373",false
"HOUSE_OVERSIGHT_030374",false
"HOUSE_OVERSIGHT_030375",false
"HOUSE_OVERSIGHT_030376",false
"HOUSE_OVERSIGHT_030377",false
"HOUSE_OVERSIGHT_030381",false
"HOUSE_OVERSIGHT_030382",false
"HOUSE_OVERSIGHT_030384",false
"HOUSE_OVERSIGHT_030386",false
"HOUSE_OVERSIGHT_030387",false
"HOUSE_OVERSIGHT_030396",false
"HOUSE_OVERSIGHT_030397",false
"HOUSE_OVERSIGHT_030398",false
"HOUSE_OVERSIGHT_030399",false
"HOUSE_OVERSIGHT_030400",false
"HOUSE_OVERSIGHT_030402",false
"HOUSE_OVERSIGHT_030406",false
"HOUSE_OVERSIGHT_030408",false
"HOUSE_OVERSIGHT_030410",false
"HOUSE_OVERSIGHT_030411",false
"HOUSE_OVERSIGHT_030413",false
"HOUSE_OVERSIGHT_030430",false
"HOUSE_OVERSIGHT_030431",false
"HOUSE_OVERSIGHT_030444",false
"HOUSE_OVERSIGHT_030445",false
"HOUSE_OVERSIGHT_030464",false
"HOUSE_OVERSIGHT_030467",false
"HOUSE_OVERSIGHT_030470",false
"HOUSE_OVERSIGHT_030472",false
"HOUSE_OVERSIGHT_030475",false
"HOUSE_OVERSIGHT_030478",false
"HOUSE_OVERSIGHT_030512",false
"HOUSE_OVERSIGHT_030514",false
"HOUSE_OVERSIGHT_030516",false
"HOUSE_OVERSIGHT_030519",false
"HOUSE_OVERSIGHT_030574",false
"HOUSE_OVERSIGHT_030587",false
"HOUSE_OVERSIGHT_030592",false
"HOUSE_OVERSIGHT_030596",false
"HOUSE_OVERSIGHT_030617",false
"HOUSE_OVERSIGHT_030618",false
"HOUSE_OVERSIGHT_030620",false
"HOUSE_OVERSIGHT_030622",false
"HOUSE_OVERSIGHT_030624",false
"HOUSE_OVERSIGHT_030626",false
"HOUSE_OVERSIGHT_030630",false
"HOUSE_OVERSIGHT_030631",false
"HOUSE_OVERSIGHT_030634",false
"HOUSE_OVERSIGHT_030635",false
"HOUSE_OVERSIGHT_030636",false
"HOUSE_OVERSIGHT_030637",false
"HOUSE_OVERSIGHT_030639",false
"HOUSE_OVERSIGHT_030641",false
"HOUSE_OVERSIGHT_030643",false
"HOUSE_OVERSIGHT_030646",false
"HOUSE_OVERSIGHT_030647",false
"HOUSE_OVERSIGHT_030648",false
"HOUSE_OVERSIGHT_030649",false
"HOUSE_OVERSIGHT_030651",false
"HOUSE_OVERSIGHT_030652",false
"HOUSE_OVERSIGHT_030653",false
"HOUSE_OVERSIGHT_030654",false
"HOUSE_OVERSIGHT_030655",false
"HOUSE_OVERSIGHT_030656",false
"HOUSE_OVERSIGHT_030659",false
"HOUSE_OVERSIGHT_030662",false
"HOUSE_OVERSIGHT_030666",false
"HOUSE_OVERSIGHT_030670",false
"HOUSE_OVERSIGHT_030674",false
"HOUSE_OVERSIGHT_030679",false
"HOUSE_OVERSIGHT_030683",false
"HOUSE_OVERSIGHT_030684",false
"HOUSE_OVERSIGHT_030686",false
"HOUSE_OVERSIGHT_030688",false
"HOUSE_OVERSIGHT_030689",false
"HOUSE_OVERSIGHT_030691",false
"HOUSE_OVERSIGHT_030693",false
"HOUSE_OVERSIGHT_030696",false
"HOUSE_OVERSIGHT_030699",false
"HOUSE_OVERSIGHT_030703",false
"HOUSE_OVERSIGHT_030706",false
"HOUSE_OVERSIGHT_030710",false
"HOUSE_OVERSIGHT_030711",false
"HOUSE_OVERSIGHT_030712",false
"HOUSE_OVERSIGHT_030714",false
"HOUSE_OVERSIGHT_030715",false
"HOUSE_OVERSIGHT_030716",false
"HOUSE_OVERSIGHT_030717",false
"HOUSE_OVERSIGHT_030719",false
"HOUSE_OVERSIGHT_030721",false
"HOUSE_OVERSIGHT_030722",false
"HOUSE_OVERSIGHT_030723",false
"HOUSE_OVERSIGHT_030724",false
"HOUSE_OVERSIGHT_030725",false
"HOUSE_OVERSIGHT_030727",false
"HOUSE_OVERSIGHT_030729",false
"HOUSE_OVERSIGHT_030731",false
"HOUSE_OVERSIGHT_030732",false
"HOUSE_OVERSIGHT_030733",false
"HOUSE_OVERSIGHT_030734",false
"HOUSE_OVERSIGHT_030736",false
"HOUSE_OVERSIGHT_030737",false
"HOUSE_OVERSIGHT_030738",false
"HOUSE_OVERSIGHT_030740",false
"HOUSE_OVERSIGHT_030741",false
"HOUSE_OVERSIGHT_030742",false
"HOUSE_OVERSIGHT_030743",false
"HOUSE_OVERSIGHT_030745",false
"HOUSE_OVERSIGHT_030748",false
"HOUSE_OVERSIGHT_030751",false
"HOUSE_OVERSIGHT_030752",false
"HOUSE_OVERSIGHT_030755",false
"HOUSE_OVERSIGHT_030757",false
"HOUSE_OVERSIGHT_030760",false
"HOUSE_OVERSIGHT_030761",false
"HOUSE_OVERSIGHT_030762",false
"HOUSE_OVERSIGHT_030764",false
"HOUSE_OVERSIGHT_030766",false
"HOUSE_OVERSIGHT_030767",false
"HOUSE_OVERSIGHT_030768",false
"HOUSE_OVERSIGHT_030770",false
"HOUSE_OVERSIGHT_030771",false
"HOUSE_OVERSIGHT_030773",false
"HOUSE_OVERSIGHT_030775",false
"HOUSE_OVERSIGHT_030777",false
"HOUSE_OVERSIGHT_030781",false
"HOUSE_OVERSIGHT_030784",false
"HOUSE_OVERSIGHT_030785",false
"HOUSE_OVERSIGHT_030786",false
"HOUSE_OVERSIGHT_030787",false
"HOUSE_OVERSIGHT_030788",false
"HOUSE_OVERSIGHT_030789",false
"HOUSE_OVERSIGHT_030790",false
"HOUSE_OVERSIGHT_030793",false
"HOUSE_OVERSIGHT_030794",false
"HOUSE_OVERSIGHT_030795",false
"HOUSE_OVERSIGHT_030797",false
"HOUSE_OVERSIGHT_030799",false
"HOUSE_OVERSIGHT_030801",false
"HOUSE_OVERSIGHT_030802",false
"HOUSE_OVERSIGHT_030804",false
"HOUSE_OVERSIGHT_030806",false
"HOUSE_OVERSIGHT_030807",false
"HOUSE_OVERSIGHT_030823",false
"HOUSE_OVERSIGHT_030856",false
"HOUSE_OVERSIGHT_030859",false
"HOUSE_OVERSIGHT_030861",false
"HOUSE_OVERSIGHT_030863",false
"HOUSE_OVERSIGHT_030865",false
"HOUSE_OVERSIGHT_030868",false
"HOUSE_OVERSIGHT_030871",false
"HOUSE_OVERSIGHT_030873",false
"HOUSE_OVERSIGHT_030874",false
"HOUSE_OVERSIGHT_030876",false
"HOUSE_OVERSIGHT_030878",false
"HOUSE_OVERSIGHT_030880",false
"HOUSE_OVERSIGHT_030881",false
"HOUSE_OVERSIGHT_030882",false
"HOUSE_OVERSIGHT_030883",false
"HOUSE_OVERSIGHT_030885",false
"HOUSE_OVERSIGHT_030886",false
"HOUSE_OVERSIGHT_030887",false
"HOUSE_OVERSIGHT_030889",false
"HOUSE_OVERSIGHT_030890",false
"HOUSE_OVERSIGHT_030892",false
"HOUSE_OVERSIGHT_030895",false
"HOUSE_OVERSIGHT_030899",false
"HOUSE_OVERSIGHT_030904",false
"HOUSE_OVERSIGHT_030909",false
"HOUSE_OVERSIGHT_030915",false
"HOUSE_OVERSIGHT_030920",false
"HOUSE_OVERSIGHT_030950",false
"HOUSE_OVERSIGHT_030954",false
"HOUSE_OVERSIGHT_030956",false
"HOUSE_OVERSIGHT_030957",false
"HOUSE_OVERSIGHT_030958",false
"HOUSE_OVERSIGHT_030962",false
"HOUSE_OVERSIGHT_030966",false
"HOUSE_OVERSIGHT_030967",false
"HOUSE_OVERSIGHT_030968",false
"HOUSE_OVERSIGHT_030970",false
"HOUSE_OVERSIGHT_030972",false
"HOUSE_OVERSIGHT_030974",false
"HOUSE_OVERSIGHT_030976",false
"HOUSE_OVERSIGHT_030978",false
"HOUSE_OVERSIGHT_030980",false
"HOUSE_OVERSIGHT_030983",false
"HOUSE_OVERSIGHT_030986",false
"HOUSE_OVERSIGHT_030987",false
"HOUSE_OVERSIGHT_030989",false
"HOUSE_OVERSIGHT_030992",false
"HOUSE_OVERSIGHT_030997",false
"HOUSE_OVERSIGHT_030999",false
